Category,Location,Incident,Date/Time
Taking pictures,"miranda house tennis court, GC Narang Road, University Enclave, New Delhi, Delhi 110007, India"," A guy working at our college canteen was taking pictures and making videos of me and my friends during morning hours .  
						  More Information »
« Less Information
","11:03 Nov 09, 2013"
Ogling/Facial Expressions/Staring,"Chawri Bazar, Hauz Qazi Chowk, Lal Kuan Bazar, Indraprastha, New Delhi, Delhi 110006, India"," I witnessed an incident of staring . When I was out with my friend during afternoon , people were continuously staring at her legs as she was...  
						  More Information »
« Less Information
","11:02 Nov 09, 2013"
Ogling/Facial Expressions/Staring,"Chandni Chowk, New Delhi, Delhi, India"," While travelling in the evening at this particular place , I got a lot of indecent staring not just from men but women too .  
						  More Information »
« Less Information
","10:59 Nov 09, 2013"
Chain Snatching / Robbery,"Krishna Nagar, New Delhi, Delhi, India"," There was an incident of chain snatching that I witnessed while I was travelling in the evening . I did report the incident to the police and...  
						  More Information »
« Less Information
","10:58 Nov 09, 2013"
Ogling/Facial Expressions/Staring,"University of Delhi North Campus, New Delhi, Delhi 110007, India"," While travelling in evening , I was continuously commented and stared upon .  
						  More Information »
« Less Information
","10:56 Nov 09, 2013"
Ogling/Facial Expressions/Staring,"Kamla Nagar, New Delhi, Delhi 110007, India"," While going back to my hostel /pg , I came across guys who commented "" chinky"" and ""maal"" . They couldn't even stop staring . I did not complain...  
						  More Information »
« Less Information
","10:54 Nov 09, 2013"
Taking pictures,"Rajiv Chowk Metro Station, Rajiv Chowk, Block A, Connaught Place, New Delhi, Delhi 110001, India"," While waiting for the metro in afternoon , two guys were taking my pictures , but I couldn't say anything to them as I am unable to speak Hindi...  
						  More Information »
« Less Information
","10:53 Nov 09, 2013"
Ogling/Facial Expressions/Staring,"New Delhi, Delhi, India"," During evening while travelling , even when I was wearing a simple tee and jeans the guys lecherous eyes won't turn back till the time he didn't...  
						  More Information »
« Less Information
","10:51 Nov 09, 2013"
Ogling/Facial Expressions/Staring,"ISBT, ISBT Flyover, Inter State Bus Terminal, Kashmere Gate, New Delhi, Delhi 110006, India"," During afternoon while travelling , there is continuous staring and ogling.  
						  More Information »
« Less Information
","10:50 Nov 09, 2013"
Ogling/Facial Expressions/Staring,"New Delhi, Delhi, India"," For the morning class , when I wait for the bus at stand there are continuous comments and staring coming at my way , which is pretty ridiculous...  
						  More Information »
« Less Information
","10:47 Nov 09, 2013"
Commenting,"Sector 13, Rohini, New Delhi, Delhi, India"," The incident took place on 8th of november  around 8:15 pm. After taking tutions I was going back home , when I realized I needed to go market...  
						  More Information »
« Less Information
","22:53 Nov 08, 2013"
Catcalls/Whistles,"New Garib Janta Nagar, Chedda Nagar, Mumbai, Maharashtra, India"," Been touched, whistled at and followed  
						  More Information »
« Less Information
","14:00 Nov 08, 2013"
Ogling/Facial Expressions/Staring,"Dtc Bus Terminal Road, Chatri Wala Kuan, Lado Sarai, New Delhi, Delhi 110016, India"," while traveling in Dtc buses,i faces harassment almost every day..people try to touch you,pass comments and no body stands for you  
						  More Information »
« Less Information
","11:56 Nov 08, 2013"
Catcalls/Whistles,"Sector 51, Gurgaon, Haryana, India"," i went for a walk in the evening then two school kids started commenting,i tried ignoring them,but to seek my attention they started whistling...  
						  More Information »
« Less Information
","11:52 Nov 08, 2013"
Catcalls/Whistles,"Sector 51, Gurgaon, Haryana, India"," i went for a walk in the evening then two school kids started commenting,i tried ignoring them,but to seek my attention they started whistling...  
						  More Information »
« Less Information
","11:52 Nov 08, 2013"
Catcalls/Whistles,"Vasant Vihar, New Delhi, Delhi, India"," Vasant Vihar is quiet an unsafe place,when ever i go out i have to face some or the other kind of harassment like commenting,ogling etc  
						  More Information »
« Less Information
","11:47 Nov 08, 2013"
Catcalls/Whistles,"Vasant Vihar, New Delhi, Delhi, India"," Vasant Vihar is quiet an unsafe place,when ever i go out i have to face some or the other kind of harassment like commenting,ogling etc  
						  More Information »
« Less Information
","11:47 Nov 08, 2013"
Taking pictures,"Green Park, New Delhi, Delhi 110016, India"," i was in green park when 2 guys started following me,they were whistling and passing comments  
						  More Information »
« Less Information
","11:42 Nov 08, 2013"
Touching /Groping,"Kurla Railway Station, Moreshwar Patankar Marg, Brahmanwadi, Kurla West, Mumbai, Maharashtra 400024, India"," I saw it once in the train nearby Kurla. Guys were pushing a girl to go out of the train with wrong intentions.  
						  More Information »
« Less Information
","15:08 Nov 07, 2013"
Catcalls/Whistles,"Putalisadak, Kathmandu 44600, Nepal"," physical abuse at bus by educated person during evening time.  
						  More Information »
« Less Information
","03:29 Nov 07, 2013"
Taking pictures,"Connaught Place, New Delhi, Delhi, India"," They were taking pictures and were continuously commenting while I was out during the afternoon hours .  
						  More Information »
« Less Information
","01:41 Nov 07, 2013"
Touching /Groping,"New Delhi, Delhi, India"," I was travelling in bus during evening hours when's drunk guy was trying to touch me continuously even after my repeated attempts to stop him...  
						  More Information »
« Less Information
","01:39 Nov 07, 2013"
Touching /Groping,"Kaushambi, Ghaziabad, Uttar Pradesh, India"," I was in a DTC bus when I witnessed a guy trying to touch a girl and follow her even after she stepped down the bus during evening .  
						  More Information »
« Less Information
","01:37 Nov 07, 2013"
Commenting,"Chandni Chowk Metro Station, Kaccha Bagh Area, Indraprastha, New Delhi, Delhi 110006, India"," A girl was passing by and few guys commented cheaply on her and in a vulgar way too , it was during evening hours .  
						  More Information »
« Less Information
","01:36 Nov 07, 2013"
Indecent exposure,"Uttam Nagar, New Delhi, Delhi, India"," A young guy was showing private parts while standing next to a girl during afternoon hours .  
						  More Information »
« Less Information
","01:33 Nov 07, 2013"
Chain Snatching / Robbery,"Shahdara, New Delhi, Delhi, India"," It was during morning hours when I witnessed a lady chain being snatched by a guy who was on a bike . We did report to the police .  
						  More Information »
« Less Information
","01:32 Nov 07, 2013"
Ogling/Facial Expressions/Staring,"Kamla Nagar, New Delhi, Delhi 110007, India"," Amazingly rude faces were given to me buy a guy during afternoon hours .  
						  More Information »
« Less Information
","01:30 Nov 07, 2013"
Ogling/Facial Expressions/Staring,"Laxmi Nagar, New Delhi, Delhi, India"," I was roaming with my friends when some guys were following us and made weird faces during afternoon hours .  
						  More Information »
« Less Information
","01:28 Nov 07, 2013"
Indecent exposure,"New Delhi, Delhi, India"," This incident took place in the evening inside DTC Bus 883.
I was with a friend.There was a man who first tried to touch back part of my friend's...  
						  More Information »
« Less Information
","01:28 Nov 07, 2013"
Catcalls/Whistles,"Kirori Mal College, University Enclave, New Delhi, Delhi 110007, India"," There were continuous comments and whistles while I was sitting alone waiting for my friend during morning hours .  
						  More Information »
« Less Information
","01:27 Nov 07, 2013"
Commenting,"Kirori Mal College, University Enclave, New Delhi, Delhi 110007, India"," During rain dance party , some guys were trying to touch and passed comments and were following us during evening .  
						  More Information »
« Less Information
","01:25 Nov 07, 2013"
Ogling/Facial Expressions/Staring,"Model Town, New Delhi, Delhi, India"," While I was waiting for the metro to arrive , few guys were behaving very badly making me uncomfortable during evening .  
						  More Information »
« Less Information
","01:24 Nov 07, 2013"
Sexual Invites,"Pitampura, New Delhi, Delhi, India"," Sexual invites while they were in car in pitampura(near VIPS)  
						  More Information »
« Less Information
","01:24 Nov 07, 2013"
Taking pictures,"Ashok Vihar, New Delhi, Delhi, India"," Pictures were taken near ashok vihar.  
						  More Information »
« Less Information
","01:22 Nov 07, 2013"
Catcalls/Whistles,"Kamla Nagar, New Delhi, Delhi 110007, India"," A girl was on her way walking , when some guys were teasing her by whistling . It happened during evening .  
						  More Information »
« Less Information
","01:19 Nov 07, 2013"
Touching /Groping,"New Delhi, Delhi, India"," Groping at metro station(kanhaiya nagar).  
						  More Information »
« Less Information
","01:18 Nov 07, 2013"
Commenting,"Mukherjee Nagar, New Delhi, Delhi, India"," A girl was standing at the bus station , when few guys were trying to get close to her and touch her . They were even passing some remarks about...  
						  More Information »
« Less Information
","01:16 Nov 07, 2013"
Catcalls/Whistles,"Rajendra Place, Dharamdas Shastri Marg, Rajinder Nagar, New Delhi, Delhi 110060, India"," Took place in the afternoon.
I have witnessed harassment in Delhi many times.So many incidents that actually cannot be described.No action was...  
						  More Information »
« Less Information
","01:15 Nov 07, 2013"
Ogling/Facial Expressions/Staring,"New Delhi, Delhi, India"," There is continuous commenting and staring while you are standing at or near the metro stations . I underwent all this in afternoon .  
						  More Information »
« Less Information
","01:14 Nov 07, 2013"
Catcalls/Whistles,"Madipur, Madhuban Enclave, Punjabi Bagh, New Delhi, Delhi 110035, India"," A girl was passing by when some guys whistled and commented upon her . It happened during night .  
						  More Information »
« Less Information
","01:13 Nov 07, 2013"
Catcalls/Whistles,"Karol Bagh, New Delhi, Delhi, India"," I have witnessed harassment in Delhi many times.So many incidents that actually cannot be described.No action was taken by any of the males...  
						  More Information »
« Less Information
","01:13 Nov 07, 2013"
Ogling/Facial Expressions/Staring,"rk puram park, Sector 3 R K Puram, RamaKrishna Puram, New Delhi, Delhi 110022, India"," Guys were making inappropriate sounds and faces . It happened during evening .  
						  More Information »
« Less Information
","01:12 Nov 07, 2013"
Commenting,"Netaji Nagar, New Delhi, Delhi, India"," Guys were making filthy comments behind my back as I passed them . One of them even whistled . It happened during afternoon .  
						  More Information »
« Less Information
","01:10 Nov 07, 2013"
Ogling/Facial Expressions/Staring,"Kashmere Gate, Lothian Road, Inter State Bus Terminal, Kashmere Gate, New Delhi, Delhi 110006, India"," There was continuous staring while I was standing near the metro station . The incident took place in afternoon .  
						  More Information »
« Less Information
","01:09 Nov 07, 2013"
Taking pictures,"New Delhi, Delhi, India"," Commenting,catcalls and taking pictures in metro(Rajiv chowk) in the evening.It cannot be described.  
						  More Information »
« Less Information
","01:09 Nov 07, 2013"
Catcalls/Whistles,"New Delhi, Delhi, India"," Guys passing hideous comments on a girl's dress passing nearby.It took place in the evening in the metro (pitampura)  
						  More Information »
« Less Information
","01:08 Nov 07, 2013"
Ogling/Facial Expressions/Staring,"Guru Teg Bahadur Nagar, New Delhi, Delhi, India"," Guys used abusing and filthy language when I passed them . It happened during afternoon .  
						  More Information »
« Less Information
","01:07 Nov 07, 2013"
Catcalls/Whistles,"New Delhi, Delhi, India"," Guys passing hideous comments on a girl's dress passing nearby.It took place in the evening in the metro(CP).  
						  More Information »
« Less Information
","01:05 Nov 07, 2013"
Commenting,"Azadpur, Ashok Vihar, New Delhi, Delhi 110009, India"," I was walking with my friends , when few guys started teasing us . It happened during afternoon .  
						  More Information »
« Less Information
","01:05 Nov 07, 2013"
Commenting,"Shakti Nagar, New Delhi, Delhi 110007, India"," Once I was walking down a lonely street when a guy was making filthy gestures and invited me sexually . It happened during night .  
						  More Information »
« Less Information
","00:59 Nov 07, 2013"
Catcalls/Whistles,"University of Delhi North Campus, New Delhi, Delhi 110007, India"," There were some guys who were using bad language at girls . It happened during afternoon .  
						  More Information »
« Less Information
","00:56 Nov 07, 2013"
Touching /Groping,"New Delhi Railway Station, New Delhi, Delhi 110006, India"," When I was walking a guy touched me from behind . It happened during night .  
						  More Information »
« Less Information
","00:51 Nov 07, 2013"
Touching /Groping,"New Delhi, Delhi, India"," When we went in bus , the bus got crowded and guys were trying to touch and feel me up . It was during night .  
						  More Information »
« Less Information
","23:54 Nov 06, 2013"
Catcalls/Whistles,"Kamla Nagar, New Delhi, Delhi 110007, India"," I was going to market with my friends when few guys were commenting and whistling . It happened during evening .  
						  More Information »
« Less Information
","23:51 Nov 06, 2013"
Touching /Groping,"New Delhi, Delhi, India"," I was standing at the bus station when a guy tried to feel me up . It happened during afternoon .  
						  More Information »
« Less Information
","23:49 Nov 06, 2013"
Taking pictures,"Azadpur, Ashok Vihar, New Delhi, Delhi 110009, India"," The incident took place in a bus when two guys were clicking pictures . It happened during afternoon .  
						  More Information »
« Less Information
","23:47 Nov 06, 2013"
Chain Snatching / Robbery,"Bhajanpura, Shahdara, New Delhi, Delhi, India"," Chain snatching attempt was made by two guys on a bike . The incident took place in evening .  
						  More Information »
« Less Information
","23:45 Nov 06, 2013"
Commenting,"Guru Teg Bahadur Nagar, New Delhi, Delhi, India"," Certain groups of boys were giving rude comments and giving vulgar expressions . It happened during afternoon .  
						  More Information »
« Less Information
","23:43 Nov 06, 2013"
Chain Snatching / Robbery,"Munirka, New Delhi, Delhi, India"," Two guys were taking advantage of crowd and snatched a girl's chain . It happened during night .  
						  More Information »
« Less Information
","23:39 Nov 06, 2013"
Taking pictures,"Kamla Nagar, New Delhi, Delhi 110007, India"," Boys on bikes passed some filthy comments and were trying to click some pictures . It happened during evening .  
						  More Information »
« Less Information
","23:36 Nov 06, 2013"
Commenting,"Guru Teg Bahadur Nagar, New Delhi, Delhi, India"," There was a guy who passed filthy comments and asking me out . It happened during night .  
						  More Information »
« Less Information
","23:34 Nov 06, 2013"
Commenting,"Paschim Vihar, New Delhi, Delhi, India"," There was a guy who was commenting on a girl . It happened during afternoon .  
						  More Information »
« Less Information
","23:32 Nov 06, 2013"
Commenting,"Dwarka, New Delhi, Delhi, India"," There was a guy who was constantly commenting a girl who got scared and frightened . It happened during evening .  
						  More Information »
« Less Information
","23:28 Nov 06, 2013"
Ogling/Facial Expressions/Staring,"Munirka, New Delhi, Delhi, India"," The guys in a group were constantly staring and stalking two girls during afternoon .  
						  More Information »
« Less Information
","23:25 Nov 06, 2013"
Commenting,"New Delhi, Delhi, India"," There were few guys who were commenting upon a girl while she was travelling in general compartment during afternoon .  
						  More Information »
« Less Information
","23:21 Nov 06, 2013"
Commenting,"Rohini, New Delhi, Delhi, India"," There were two three guys who were commenting during evening while I was out travelling .  
						  More Information »
« Less Information
","23:19 Nov 06, 2013"
Commenting,"New Delhi, Delhi, India"," Few guys were commented upon a girl which were pretty disgraceful in evening .  
						  More Information »
« Less Information
","23:16 Nov 06, 2013"
Catcalls/Whistles,"B 4 BLOCK, B4 Block, Paschim Vihar, New Delhi, Delhi 110063, India"," There was indecent behaviour by some well read boys while I was out during evening .  
						  More Information »
« Less Information
","23:13 Nov 06, 2013"
Ogling/Facial Expressions/Staring,"New Delhi, Delhi, India"," A guy was continuously staring a girl and passing comments about her dress during evening in metro .  
						  More Information »
« Less Information
","22:25 Nov 06, 2013"
Indecent exposure,"Outram Lines, Mukherjee Nagar, New Delhi, Delhi, India"," It was during afternoon 3pm , that a guy right in front of me was masturbating and even asked me to help him doing that .  
						  More Information »
« Less Information
","22:23 Nov 06, 2013"
Ogling/Facial Expressions/Staring,"East Delhi, Delhi, India"," Taking benefit of the crowd many people tried to click my pictures while I was wearing a saree during evening. .  
						  More Information »
« Less Information
","22:12 Nov 06, 2013"
Ogling/Facial Expressions/Staring,"New Delhi, Delhi, India"," While I was standing near the ticket counter of the metro station there wee guys who were continuously staring making me very uncomfortable...  
						  More Information »
« Less Information
","22:11 Nov 06, 2013"
Ogling/Facial Expressions/Staring,"Shahdara, New Delhi, Delhi, India"," There was touching , groping and staring while I was out during morning .  
						  More Information »
« Less Information
","22:09 Nov 06, 2013"
Ogling/Facial Expressions/Staring,"Nirman Vihar, Vikas Marg, Laxmi Nagar Commercial Complex, Swasthya Vihar, New Delhi, Delhi 110092, India"," There were cheap comments and whistles while I was boarding the metro in the morning .  
						  More Information »
« Less Information
","22:08 Nov 06, 2013"
Ogling/Facial Expressions/Staring,"Sarojini Nagar, New Delhi, Delhi, India"," There was continuous staring in a bad way while I was out in afternoon .  
						  More Information »
« Less Information
","22:07 Nov 06, 2013"
Indecent exposure,"Hudson Lane, Guru Teg Bahadur Nagar, New Delhi, Delhi, India"," There was showing of private parts by a guy while I was travelling during afternoon.  
						  More Information »
« Less Information
","22:06 Nov 06, 2013"
Ogling/Facial Expressions/Staring,"New Delhi, Delhi, India"," When I was travelling in red line metro , a guy was continuously staring and giving flying kisses and weird facial expressions . It was during...  
						  More Information »
« Less Information
","22:04 Nov 06, 2013"
Ogling/Facial Expressions/Staring,"New Delhi, Delhi, India"," When I was travelling in red line metro , a guy was continuously staring and giving flying kisses and weird facial expressions . It was during...  
						  More Information »
« Less Information
","22:04 Nov 06, 2013"
Indecent exposure,"University of Delhi North Campus, New Delhi, Delhi 110007, India"," There was showing of private parts during evening .  
						  More Information »
« Less Information
","22:03 Nov 06, 2013"
Ogling/Facial Expressions/Staring,"Chembur, Prakash Thorat Marg, Chembur Gaothan, Chembur, Mumbai, Maharashtra 400071, India"," Area around the station and the platform filled with men and boys staring at women, some even passing lewd comments.  
						  More Information »
« Less Information
","21:41 Nov 06, 2013"
Ogling/Facial Expressions/Staring,bijwasan," On morning, a guys keep calling shouting out my name , when i am going to college because i refused to go out wit him for a movie  
						  More Information »
« Less Information
","13:59 Nov 06, 2013"
Chain Snatching / Robbery,"Chanakyapuri, New Delhi, Delhi, India"," in night 2 boys came on the bike snatched my chain  
						  More Information »
« Less Information
","13:59 Nov 06, 2013"
Touching /Groping,"Barakhamba Road, New Delhi, Delhi 110001, India"," When I was travelling in metro , there was a guy who was trying to take advantage of the crowd and was touching me at private places . It happened...  
						  More Information »
« Less Information
","13:59 Nov 06, 2013"
Ogling/Facial Expressions/Staring,Smalkha," here the condition is really very bad.Its actually very difficult to walk around in envening and nigt  
						  More Information »
« Less Information
","13:57 Nov 06, 2013"
Sexual Invites,"Sector 10 Dwarka, Dwarka, New Delhi, Delhi, India"," There was sexual invite when some guys came to play cricket in my locality during afternoon .  
						  More Information »
« Less Information
","13:57 Nov 06, 2013"
Commenting,"Sector 1 Dwarka, Dwarka, New Delhi, Delhi, India"," in the evening 2 boys were commentig on some girls  
						  More Information »
« Less Information
","13:56 Nov 06, 2013"
Commenting,"Mahipalpur, New Delhi, Delhi, India"," A BO AND HIS FRIENDS ALWAYS STALK ME PASS COMMENTS AS ""BHABHI"" AND ITS REALLY VERY ANNOYING.  
						  More Information »
« Less Information
","13:55 Nov 06, 2013"
Sexual Invites,"Yamuna Vihar, Shahdara, New Delhi, Delhi, India"," There are continuous sexual invites while I travel out . Mostly , it happens during afternoon .  
						  More Information »
« Less Information
","13:55 Nov 06, 2013"
Ogling/Facial Expressions/Staring,"Dwarka Sector 9, Dwarka, New Delhi, Delhi 110075, India"," AUTOS AND RICKSHAW DRIVERS THERE PASS COMMENTS.  
						  More Information »
« Less Information
","13:54 Nov 06, 2013"
Commenting,"Shahdara, New Delhi, Delhi, India"," People commented filthy comments while I was out during afternoon .  
						  More Information »
« Less Information
","13:54 Nov 06, 2013"
Catcalls/Whistles,"New Delhi Railway Station, New Delhi, Delhi 110006, India"," in night 2 boys just making nonsense things on the road  
						  More Information »
« Less Information
","13:53 Nov 06, 2013"
Commenting,"Palika Bazar, Connaught Place, New Delhi, Delhi 110001, India"," USUALLY, THE SHOP WORKERS OR OWNERS KEEP COMMENTING AND MOSTLY THESE INCIDENTS HAPPEN AT NIGHT.  
						  More Information »
« Less Information
","13:53 Nov 06, 2013"
Sexual Invites,"Road, Sarvodaya Enclave Market, Adchini, New Delhi, Delhi 110017, India"," in evening it was a rainy day i took auto but auto driver turned auto in other direction but i jumped out of moving auto i was fine  
						  More Information »
« Less Information
","13:52 Nov 06, 2013"
Taking pictures,"Bijwasan, New Delhi, Delhi, India"," in evening a group of boys were taking pictures of some girls  
						  More Information »
« Less Information
","13:51 Nov 06, 2013"
Ogling/Facial Expressions/Staring,"DDA Market, Dwarka Sector 10, Dwarka, New Delhi, Delhi 110075, India"," A FEW ROADSIDE VENDORS AND PEOPLE PRESENT IN MARKET MOSTLY BEHAVE IN  VERY INDECENT WAY.  
						  More Information »
« Less Information
","13:50 Nov 06, 2013"
Ogling/Facial Expressions/Staring,"Central Delhi, Delhi, India"," in evening comments,touching is very common in that area.  
						  More Information »
« Less Information
","13:50 Nov 06, 2013"
Commenting,"Badarpur, New Delhi, Delhi, India"," There was commenting when I was travelling during afternoon.  
						  More Information »
« Less Information
","13:49 Nov 06, 2013"
Commenting,"Moti Nagar, Najafgarh Road, Moti Nagar, Kirti Nagar, New Delhi, Delhi 110015, India"," During morning , I was commented upon .  
						  More Information »
« Less Information
","13:48 Nov 06, 2013"
Commenting,"Mangolpuri, New Delhi, Delhi, India"," THESE CASES ARE VERY COMMON IN THAT AREA, THOUGH HAVE NEVER FACED ANY, BUT HEARD A LOT ABOUT.  
						  More Information »
« Less Information
","13:47 Nov 06, 2013"
Ogling/Facial Expressions/Staring,"Market, Udumalaipettai, Tamil Nadu 642126, India"," in evening i was with my friend circle and a group of guys there stunt commenting on girls present in circle.  
						  More Information »
« Less Information
","13:47 Nov 06, 2013"
Commenting,"Dilshad Garden, New Delhi, Delhi, India"," While travelling in morning , I was commented upon .  
						  More Information »
« Less Information
","13:47 Nov 06, 2013"
Ogling/Facial Expressions/Staring,"Palika Bazar, Connaught Place, New Delhi, Delhi 110001, India"," ME AND MY FRIENDS HAVE FACED HARASSMENT THERE. NEED OF MORE POLICE SECURITY IN THAT AREA.  
						  More Information »
« Less Information
","13:46 Nov 06, 2013"
Touching /Groping,"Moti Bagh, New Delhi, Delhi, India"," in night 2 3 boys were trying to touch me and my friend  
						  More Information »
« Less Information
","13:45 Nov 06, 2013"
Ogling/Facial Expressions/Staring,"University of Delhi North Campus, New Delhi, Delhi 110007, India"," It was during afternoon that i was subjected to staring and ogling .  
						  More Information »
« Less Information
","13:44 Nov 06, 2013"
Commenting,metro station nehru place," on evening at gate people are always there commenting and touching.  
						  More Information »
« Less Information
","13:43 Nov 06, 2013"
Ogling/Facial Expressions/Staring,"Rajokri Village, Harjokri, Rajokri, New Delhi, Delhi 110038, India"," ROADDSIDE SHOPS AND PEOPLE STANDING KEEP PASSING COMMENTS.  
						  More Information »
« Less Information
","13:43 Nov 06, 2013"
Commenting,"P S Mayapuri, Satguru Ram Singh Marg, Nanak Pura, Hari Nagar, New Delhi, Delhi 110064, India"," AT NIGHT, I DID NOT FELT SAFE EVENTUALLY CHANGED MY SHIFT  
						  More Information »
« Less Information
","13:43 Nov 06, 2013"
Commenting,"Patel Nagar, New Delhi, Delhi, India"," in the evening some boys were commenting on a girl  
						  More Information »
« Less Information
","13:42 Nov 06, 2013"
Ogling/Facial Expressions/Staring,"Dwarka Road, New Delhi, Delhi, India"," GUYS STARING THERE, MAKES UNCOMFORTABLE  
						  More Information »
« Less Information
","13:41 Nov 06, 2013"
Touching /Groping,chawdi bazar metro sation," at night a guy was touching me here nad there .i started shouting on him and he ran away  
						  More Information »
« Less Information
","13:40 Nov 06, 2013"
Chain Snatching / Robbery,"Munirka, New Delhi, Delhi, India"," in night 2 boys come on the bike and snatched my chain  
						  More Information »
« Less Information
","13:40 Nov 06, 2013"
Taking pictures,"Rajokari Crossing, Samalka, New Delhi, Delhi 110037"," A GUY AROUND 4 PM WAS STANDING AT BUS STOP. I WAS CROSSING ROAD AND STARTED CLICKING PHOTOS. I WENT AND SLAPPED HIM.  
						  More Information »
« Less Information
","13:40 Nov 06, 2013"
Ogling/Facial Expressions/Staring,mahipalpur," people usually pass comments we ignore it  
						  More Information »
« Less Information
","13:38 Nov 06, 2013"
Commenting,"R K Puram Sector 7, Sector 7 R K Puram, RamaKrishna Puram, New Delhi, Delhi 110022"," in night usually suffer from this  
						  More Information »
« Less Information
","13:37 Nov 06, 2013"
Ogling/Facial Expressions/Staring,"Rajokari Crossing, Samalka, New Delhi, Delhi 110037"," A GUY ACTUALLY STOPPED HIS CAR AND FORCED ME TO GET INSIDE , BUT I STARTED SHOUTING BADLY,  
						  More Information »
« Less Information
","13:37 Nov 06, 2013"
Commenting,"Dhaula Kuan, New Delhi, Delhi, India"," 3 guys trying to talk unnecessary in the bus  
						  More Information »
« Less Information
","13:36 Nov 06, 2013"
Ogling/Facial Expressions/Staring,on streets buses," at night , iface it everywhere in delhi ,,,cannot spell it  
						  More Information »
« Less Information
","13:35 Nov 06, 2013"
Touching /Groping,"Sector 21, Shahabad Mohammadpur, New Delhi, Delhi, India"," in night usually boys try to touch a girls  
						  More Information »
« Less Information
","13:35 Nov 06, 2013"
Ogling/Facial Expressions/Staring,"MARKET, Ward 2 Road, Mehrauli Village, Mehrauli, New Delhi, Delhi 110016, India"," AT NIGHT, GIRLS CAN NOT GO ALONE IN THAT AREA. I WENT ONCE OR TWICE AT NIGHT THERE. HORRIBLE EXPERIENCE.  
						  More Information »
« Less Information
","13:35 Nov 06, 2013"
Touching /Groping,"Dhaula Kuan Bus Stop, Mahatma Gandhi Road, Dhaula Kuan Enclave I, Dhaula Kuan, New Delhi, Delhi 110021, India"," in morning i was standing at bus stop a guy was starting in a unappropriate manner,and was trying to touch my hand and other parts.  
						  More Information »
« Less Information
","13:35 Nov 06, 2013"
Commenting,"Nelson Mandela Road, New Delhi, Delhi, India"," MY SISTER FELT UNCOMFORTABLE WHILE COMING BACK HOME AT NIGHT FROM WORK, AS NO STREET LIGHTS THERE  
						  More Information »
« Less Information
","13:34 Nov 06, 2013"
Sexual Invites,rajokri bus stop," at night ,,what everytime happens there,,,,highly unsafe at night  
						  More Information »
« Less Information
","13:32 Nov 06, 2013"
Ogling/Facial Expressions/Staring,"Uttam Nagar, JJ Colony, Uttam Nagar, New Delhi, Delhi 110059"," ME AND MY FRIENDS USED TO FACE IT EVERYDAY, WHEN WE HAD CLASSES THERE.  
						  More Information »
« Less Information
","13:32 Nov 06, 2013"
Commenting,"Mahipalpur, New Delhi, Delhi, India"," in night a group of boys was conmmenting on me  
						  More Information »
« Less Information
","13:32 Nov 06, 2013"
Commenting,"INA Market, Laxmi Bai Nagar, New Delhi, Delhi 110029"," in night a boy was commenting  
						  More Information »
« Less Information
","13:31 Nov 06, 2013"
Ogling/Facial Expressions/Staring,Court /office," donot fall under defination criteria ,under the law of appropriate for future professional growth  
						  More Information »
« Less Information
","13:28 Nov 06, 2013"
Commenting,"Boys Sec School, Badli Road, Sector 19, Rohini, New Delhi, Delhi 110042, India"," in evening a guy was passing a comment  
						  More Information »
« Less Information
","13:28 Nov 06, 2013"
Ogling/Facial Expressions/Staring,"Vasant Vihar, New Delhi, Delhi, India"," At night, we went to see a movie,after that drunk people and many roadside vendors were commenting ,trying to touch. ANNOYING. we asked a policeman...  
						  More Information »
« Less Information
","13:27 Nov 06, 2013"
Touching /Groping,"Anand Vihar, New Delhi, Delhi, India"," in night a guy tried to touch me  
						  More Information »
« Less Information
","13:27 Nov 06, 2013"
Commenting,"Lajpat Nagar, New Delhi, Delhi, India"," RECENTLY, A RICKSHAW DRIVER STARTED SHOUTING AND COMMENTING AND I THINK HE WAS DRUNK, BUT I SCOLDED HIM . BUT MY SISTER EAS VERY DISTURBED.  
						  More Information »
« Less Information
","13:26 Nov 06, 2013"
Commenting,nelson mandela road," on evening,in that area ,lot of drunker were around ,passing comments to passers.  
						  More Information »
« Less Information
","13:25 Nov 06, 2013"
Ogling/Facial Expressions/Staring,"Moti Bagh, New Delhi, Delhi, India"," THIS AREA IS REALLY UNSAFE AT NIGHT  
						  More Information »
« Less Information
","13:25 Nov 06, 2013"
Commenting,"AIIMS, AIIMS Campus, Ansari Nagar East, New Delhi, Delhi 110016, India"," in night 2 3guys were commenting on my clothes  
						  More Information »
« Less Information
","13:25 Nov 06, 2013"
Sexual Invites,"Jor Bagh, New Delhi, Delhi, India"," JUST COMMENTING ON GIRLS AND TRYING TO TOUCH THEM  
						  More Information »
« Less Information
","13:24 Nov 06, 2013"
Rape / Sexual Assault,"Patel Nagar, New Delhi, Delhi, India"," i night a guy (so called friend) called me home and there tried to rape me but i ran away and was in a mental trauma.  
						  More Information »
« Less Information
","13:24 Nov 06, 2013"
Commenting,"Boys Sec School, Badli Road, Sector 19, Rohini, New Delhi, Delhi 110042, India"," in night i usually face this problem but i ignore this  
						  More Information »
« Less Information
","13:22 Nov 06, 2013"
Touching /Groping,college," inside college premises mental harassement.  
						  More Information »
« Less Information
","13:21 Nov 06, 2013"
